Attended,ID,Date,Event,
Yes,67730,4/15/11,Alumni Weekend 2011,
Yes,67734,4/20/13,Alumni Weekend 2013 - Memorial Service,
Yes,6774,4/6/14,Alumni Weekend 2014 - Memorial Service,
Yes,6774,4/5/14,Alumni Weekend 2014 - Class of 1989 Party,
Yes,6774,4/4/14,Alumni Weekend 2014,
Yes,6774,4/3/09,Alumni Weekend 2009,
Yes,6774,4/16/04,Alumni Weekend 2004,
Yes,6774,3/19/02,N. Texas Reception 3-19-02,
Yes,6774,10/22/00,Ft. Worth Symphony & reception,
Yes,67740,,Family Weekend 2007,
Yes,67742,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,67742,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,67742,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67743,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,67743,6/25/10,Hendrix Night At The Travs 2010,
Yes,67745,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67746,9/24/10,Family Weekend 2010,
Yes,67750,6/25/10,Hendrix Night At The Travs 2010,
Yes,67750,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67750,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,67750,9/30/07,Family Weekend Legacy Luncheon,
Yes,67750,,Candlelight Carol Service 2008,
Yes,67752,6/25/10,Hendrix Night At The Travs 2010,
Yes,67752,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67753,11/8/14,BBQ Tour 2014 with Bill (Memphis - Rendezvous),
Yes,67753,3/30/12,Alumni Birthday Bash - March 2012 (and Visits),
Yes,67753,9/26/10,Family Weekend Legacy Lunch 2010,
Yes,67753,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67753,9/30/07,Family Weekend Legacy Luncheon,
Yes,67756,9/26/10,Family Weekend Legacy Lunch 2010,
Yes,67756,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,6776,4/16/04,Alumni Weekend 2004,
Yes,67761,4/4/14,Warrior Booster Club Hall of Honor Banquet 2014,
Yes,67761,3/30/12,Alumni Birthday Bash - March 2012 (and Visits),
Yes,67761,6/25/10,Hendrix Night At The Travs 2010,
Yes,67761,5/22/10,Alumni Odyssey College 2010,
Yes,67761,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,67761,,FY 2013-14 Office Mugshot Visits,
Yes,67762,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,67762,4/20/12,Alumni Weekend 2012,
Yes,67762,6/25/10,Hendrix Night At The Travs 2010,
Yes,67762,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,67765,4/19/15,Alumni Weekend 2015 - Memorial Service,
Yes,67765,9/26/14,Family Weekend 2014,
Yes,67765,3/4/14,Leadership Reception 2014,
Yes,67765,9/27/13,Family Weekend 2013,
Yes,67765,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,67765,9/28/12,Family Weekend 2012,
Yes,67765,,Family Weekend 2015,
Yes,67766,9/28/12,Family Weekend 2012,
Yes,67769,8/2/12,Hendrix Night at the Travs 2012,
Yes,67769,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,67769,4/20/12,Alumni Weekend 2012,
Yes,67769,2/17/12,Alumni Birthday Bash - February 2012 (and Visits),
Yes,67769,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,67769,,FY 2013-14 Office Mugshot Visits,
Yes,6777,5/11/01,Ethnic Minority Celebration 01,
Yes,67773,9/24/10,Family Weekend 2010,
Yes,67773,9/25/09,Family Weekend 2009,
Yes,67773,9/26/08,Family Weekend 2008,
Yes,67779,6/25/10,Hendrix Night At The Travs 2010,
Yes,67779,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67779,7/31/08,Hendrix Night at the Travs 2008,
Yes,67779,4/11/08,Alumni Weekend 2008,
Yes,67780,,Family Weekend 2007,
Yes,67789,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67793,5/6/11,Celebrating the Campaign for National Leadership,
Yes,67795,9/16/11,Alumni Birthday Bash - September 2011 (and Visits),
Yes,67795,6/25/10,Hendrix Night At The Travs 2010,
Yes,67797,10/24/15,Tailgate 2015 with Bill in Chicago,
Yes,67797,,Founders Day Luncheon 2009,
Yes,67799,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,678,4/20/13,Alumni Weekend 2013 - Class of 1983,
Yes,678,4/12/08,Alumni Weekend 2008 - 1983 Class Reunion,
Yes,678,9/19/04,Rock the Vote Brunch 9-04,
Yes,67807,11/9/11,Hendrix Night at the High Museum 2011,
Yes,6781,4/5/14,Alumni Weekend 2014 - Class of 1989 Party,
Yes,6781,4/5/14,Alumni Association Awards Brunch 2014,
Yes,6781,4/5/14,Alumni Weekend 2014 - Campus Kitty 5K Run/Walk,
Yes,6781,4/4/14,Alumni Weekend 2014,
Yes,67811,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67816,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,67816,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,67816,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,67816,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,67816,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,67816,4/20/12,Alumni Weekend 2012,
Yes,67816,7/17/08,Hendrix Night at the Naturals 2008,
Yes,67818,10/28/11,Alumni Birthday Bash - October 2011 (and Visits),
Yes,67837,10/3/10,Pet Blessing 2010,
Yes,67838,9/26/08,Family Weekend 2008,
Yes,67839,,FY 2013-14 Office Mugshot Visits,
Yes,67841,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,67844,4/19/13,Alumni Weekend 2013,
Yes,67850,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,67854,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,67854,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67854,7/31/08,Hendrix Night at the Travs 2008,
Yes,67854,,Alumni Weekend 2009 - Class of 1979 Party,
Yes,67857,6/25/10,Hendrix Night At The Travs 2010,
Yes,67857,8/7/09,Hendrix Night at the Travelers 2009,
Yes,6786,,Hendrix Night at the Travs 2007,
Yes,67860,4/17/15,Alumni Weekend 2015,
Yes,67861,4/15/11,Alumni Weekend 2011,
Yes,67864,9/26/14,Family Weekend 2014,
Yes,67864,9/27/13,Family Weekend 2013,
Yes,67864,11/7/07,Dallas Happy Hour 11-07,
Yes,67864,,Family Weekend 2015,
Yes,67865,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,67865,11/8/14,BBQ Tour 2014 with Bill (Memphis - Rendezvous),
Yes,67865,9/26/14,Family Weekend 2014,
Yes,67865,8/29/14,Alumni Birthday Bash - Summer (Jun/July/Aug) 2014,
Yes,67865,2/27/14,Project Pericles Hendrix Alumni Doing Democracy,
Yes,67865,8/30/13,Alumni Birthday Bash - Summer (Jun/Jul/Aug) 2013,
Yes,67865,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,67868,,FY 2014-15 Office Mugshot Visits,
Yes,67870,6/25/10,Hendrix Night At The Travs 2010,
Yes,67873,8/11/11,Hendrix Night at the Travs 2011,
Yes,67873,9/26/08,Family Weekend 2008,
Yes,67875,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,67875,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,67875,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,67875,8/2/12,Hendrix Night at the Travs 2012,
Yes,67875,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67875,7/31/08,Hendrix Night at the Travs 2008,
Yes,67876,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,67876,6/25/10,Hendrix Night At The Travs 2010,
Yes,6788,4/3/09,Alumni Weekend 2009,
Yes,67881,4/15/11,Alumni Weekend 2011,
Yes,67882,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,67884,6/25/10,Hendrix Night At The Travs 2010,
Yes,67889,9/26/08,Family Weekend 2008,
Yes,679,4/17/15,Alumni Weekend 2015 - Half Century Club Luncheon,
Yes,679,4/19/13,Alumni Weekend 2013 - Half Century Club Luncheon,
Yes,679,4/19/13,Alumni Weekend 2013 - Class of 1963 Friday Night,
Yes,679,7/12/06,Hendrix Night at the Travs 06,
Yes,679,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,679,1/29/02,Hendrix Night at the Rep 2002,
Yes,67902,7/17/08,Hendrix Night at the Naturals 2008,
Yes,67909,11/9/11,Hendrix Night at the High Museum 2011,
Yes,6791,4/3/09,Alumni Weekend 2009,
Yes,67916,9/30/12,Family Weekend - Legacy Luncheon 2012,
Yes,67916,6/25/10,Hendrix Night At The Travs 2010,
Yes,67916,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67917,6/3/12,Hendrix at Crystal Bridges 2012,
Yes,67917,9/26/08,Family Weekend 2008,
Yes,67918,8/7/09,Hendrix Night at the Travelers 2009,
Yes,6792,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,6792,4/16/04,Alumni Weekend 2004,
Yes,67921,4/11/08,Alumni Weekend 2008,
Yes,67925,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,67925,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,67925,8/2/12,Hendrix Night at the Travs 2012,
Yes,67927,5/4/12,Alumni Birthday Bash - April & May 2012 (and Visit,
Yes,67934,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,67944,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67944,,Sports Breakfast 2008,
Yes,67947,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,67948,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67950,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,67950,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,67950,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,67950,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,67950,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,67950,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,67950,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,67950,8/2/12,Hendrix Night at the Travs 2012,
Yes,67950,4/20/12,Alumni Weekend 2012,
Yes,67950,10/22/09,Founders Day Reception 2009,
Yes,67950,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67950,,Founders Day Luncheon 2009,
Yes,67953,4/19/13,Alumni Weekend 2013,
Yes,67960,9/11/15,Hendrix in DC program with Pete Gess,
Yes,67960,11/2/11,Hendrix Night on Capitol Hill,
Yes,67963,8/7/09,Hendrix Night at the Travelers 2009,
Yes,67973,9/24/10,Family Weekend 2010,
Yes,67975,9/24/10,Family Weekend 2010,
Yes,67979,1/19/13,Hendrix at the LA Philharmonic 2013,
Yes,67982,10/19/12,Alumni Birthday Bash - October 2012,
Yes,67983,9/21/12,Alumni Birthday Bash - September 2012,
Yes,67993,6/25/10,Hendrix Night At The Travs 2010,
Yes,67993,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,67994,2/21/13,Hendrix at the Seattle Art Museum 2013,
Yes,68000,9/24/10,Family Weekend 2010,
Yes,68005,4/15/11,Alumni Weekend 2011,
Yes,68007,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,68008,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,68012,9/25/09,Family Weekend 2009,
Yes,68024,9/11/15,Hendrix in DC program with Pete Gess,
Yes,68024,3/30/12,Alumni Birthday Bash - March 2012 (and Visits),
Yes,68024,11/2/11,Hendrix Night on Capitol Hill,
Yes,68024,4/15/11,Alumni Weekend 2011,
Yes,68026,,FY 2013-14 Office Mugshot Visits,
Yes,68032,2/21/13,Hendrix at the Seattle Art Museum 2013,
Yes,68032,4/15/11,Alumni Weekend 2011,
Yes,68044,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68044,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68046,9/24/10,Family Weekend 2010,
Yes,68051,4/11/08,Alumni Weekend 2008,
Yes,68053,11/7/15,Football 2015 - November 7 Tailgating,
Yes,68053,4/18/15,Alumni Weekend 2015 - Class of 1975 Party,
Yes,68053,3/4/14,Leadership Reception 2014,
Yes,68053,8/2/12,Hendrix Night at the Travs 2012,
Yes,68053,4/21/12,Alumni Weekend 2012 - Class of 1972 Saturday Night,
Yes,68053,8/11/11,Hendrix Night at the Travs 2011,
Yes,68053,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,6806,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,68064,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,68064,9/26/14,Family Weekend 2014,
Yes,6807,11/9/06,Little Rock Huddle 11-09-06,
Yes,6807,5/18/06,Little Rock Huddle 5-18-06,
Yes,68087,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68089,4/17/15,Alumni Weekend 2015,
Yes,6813,4/15/11,Alumni Weekend 2011,
Yes,6813,4/21/06,Alumni Weekend 2006,
Yes,6813,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,68135,4/20/12,Alumni Weekend 2012,
Yes,6814,5/18/06,Little Rock Huddle 5-18-06,
Yes,6814,1/20/04,Hendrix Night at the Rep 2004,
Yes,6814,4/18/02,Alumni Weekend 02,
Yes,68148,4/22/12,Alumni Weekend 2012 - Memorial Service,
Yes,68163,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,68163,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,68163,5/23/13,Hendrix at the Walton Arts Center 2013,
Yes,68163,4/19/13,Alumni Weekend 2013 - Half Century Club Luncheon,
Yes,68163,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,68163,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68163,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68163,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,68163,7/17/08,Hendrix Night at the Naturals 2008,
Yes,68167,4/26/15,BBQ Tour 2015 with Dr. Bill Tsutsui (LR FUMC),
Yes,68180,8/5/11,Hendrix Night at the Naturals 2011,
Yes,68188,1/19/13,Hendrix at the LA Philharmonic 2013,
Yes,68193,10/24/13,Founders Day Odyssey Medal Reception 2013,
Yes,68203,6/25/10,Hendrix Night At The Travs 2010,
Yes,68203,8/7/09,Hendrix Night at the Travelers 2009,
Yes,68203,,Sports Breakfast 2008,
Yes,6821,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,6821,10/23/14,Founders Day Odyssey Medal Luncheon 2014,
Yes,68211,2/6/08,Jewish Culture Center Dinner,
Yes,68229,5/19/08,Community Advisory Board Meeting,
Yes,68230,5/19/08,Community Advisory Board Meeting,
Yes,68234,2/7/12,Hendrix Night at the Rep 2012,
Yes,68234,2/6/08,Jewish Culture Center Dinner,
Yes,6824,10/27/06,UCA-Hendrix Alumni Game 10-06,
Yes,6824,2/9/06,Goodbye Grove Gym events,
Yes,68242,5/19/08,Community Advisory Board Meeting,
Yes,68242,2/6/08,Jewish Culture Center Dinner,
Yes,68243,5/19/08,Community Advisory Board Meeting,
Yes,68243,2/6/08,Jewish Culture Center Dinner,
Yes,68245,5/19/08,Community Advisory Board Meeting,
Yes,68249,5/19/08,Community Advisory Board Meeting,
Yes,6825,9/21/06,Little Rock Target Cities Huddle 9-06,
Yes,68252,5/19/08,Community Advisory Board Meeting,
Yes,68252,2/6/08,Jewish Culture Center Dinner,
Yes,68263,2/6/08,Jewish Culture Center Dinner,
Yes,6827,9/7/13,Sneak Peek of Football at Hendrix - Sept. 7,
Yes,6827,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,68272,5/22/10,Alumni Odyssey College 2010,
Yes,68272,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68272,4/16/10,Half Century Club Luncheon 2010,
Yes,68272,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,68272,12/6/09,Candlelight Carol Service 2009,
Yes,68272,10/22/09,Founders Day Reception 2009,
Yes,68272,8/7/09,Hendrix Night at the Travelers 2009,
Yes,68272,5/16/09,Alumni Odyssey College 2009,
Yes,68272,5/12/09,Little Rock Huddle May 09,
Yes,68272,4/3/09,Alumni Weekend 2009,
Yes,68272,4/3/09,Alumni Weekend 2009 Half Century Club Luncheon,
Yes,68272,10/28/08,Little Rock Election Huddle October 2008,
Yes,68272,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,68272,7/31/08,Hendrix Night at the Travs 2008,
Yes,68272,4/11/08,Half Century Club Luncheon 2008,
Yes,68272,3/9/08,Dewayne Nash Reception & Dinner,
Yes,68272,,Little Rock Hendrix Huddle Feb 08,
Yes,68272,,Alumni Odyssey College 2008,
Yes,68272,,Little Rock Huddle September 2008,
Yes,68272,,Candlelight Carol Service 2008,
Yes,68272,,Lucile Shivley's Honorary Degree Party,
Yes,68272,,Founders Day Luncheon 2009,
Yes,68277,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,68278,8/2/12,Hendrix Night at the Travs 2012,
Yes,6828,4/21/06,Alumni Weekend 2006,
Yes,68287,4/17/15,Alumni Weekend 2015 - Half Century Club Luncheon,
Yes,68287,4/4/14,Alumni Weekend 2014 - Half Century Club Luncheon,
Yes,68287,8/2/12,Hendrix Night at the Travs 2012,
Yes,68287,4/20/12,Alumni Weekend 2012 - Half Century Club Luncheon,
Yes,68287,8/11/11,Hendrix Night at the Travs 2011,
Yes,68287,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68287,6/25/10,Hendrix Night At The Travs 2010,
Yes,68287,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68287,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,68287,4/16/10,Half Century Club Luncheon 2010,
Yes,68287,8/7/09,Hendrix Night at the Travelers 2009,
Yes,68287,4/3/09,Alumni Weekend 2009,
Yes,68287,4/3/09,Alumni Weekend 2009 Half Century Club Luncheon,
Yes,68287,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,68287,7/31/08,Hendrix Night at the Travs 2008,
Yes,68287,,Candlelight Carol Service 2008,
Yes,68287,,Founders Day Luncheon 2009,
Yes,68287,,Family Weekend - Parents Reception 2012,
Yes,68292,,Candlelight Carol Service 2008,
Yes,68294,10/22/15,Odyssey Medal Luncheon 2015,
Yes,68294,10/23/14,Founders Day Odyssey Medal Luncheon 2014,
Yes,68294,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,68294,8/2/12,Hendrix Night at the Travs 2012,
Yes,68294,4/15/11,Alumni Weekend 2011,
Yes,68294,6/25/10,Hendrix Night At The Travs 2010,
Yes,68294,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68294,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,68304,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,68304,4/20/12,Warrior Booster Club Hall of Honor Banquet 2012,
Yes,68312,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,68315,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,68336,2/29/16,Leadership Donors Reception 2016,
Yes,68336,3/4/14,Leadership Reception 2014,
Yes,68336,12/2/12,Candlelight Carol Service 2012,
Yes,68336,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,68336,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68338,12/6/09,Candlelight Carol Service 2009,
Yes,68348,5/12/09,Little Rock Huddle May 09,
Yes,68365,6/26/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Ft. Smith),
Yes,68365,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,68365,4/2/13,Leadership Reception 2013,
Yes,68365,3/6/12,Leadership Reception 2012,
Yes,68365,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68386,2/7/12,Hendrix Night at the Rep 2012,
Yes,68412,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68412,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,68416,5/13/14,Old Parkland event with Dr. Bill Tsutsui,
Yes,68416,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68427,9/24/10,Family Weekend 2010,
Yes,6843,9/26/15,"Football 2015 - ""Formers"" Homecoming",
Yes,6843,9/7/13,Former Warrior Football Player Reunion 2013,
Yes,6843,8/5/11,Hendrix Night at the Naturals 2011,
Yes,6843,,Sports Breakfast 2008,
Yes,68431,10/18/14,Football 2014 - October 18 Tailgating,
Yes,68431,6/25/10,Hendrix Night At The Travs 2010,
Yes,68432,9/23/11,Family Weekend 2011,
Yes,68432,9/27/09,Family Weekend Parent Association Meeting 2009,
Yes,68432,9/25/09,Family Weekend 2009,
Yes,68433,7/26/12,"Hendrix at The Museum of Fine Arts, Houston 2012",
Yes,68433,9/23/11,Family Weekend 2011,
Yes,68433,9/27/09,Family Weekend Parent Association Meeting 2009,
Yes,68433,9/25/09,Family Weekend 2009,
Yes,68433,11/6/08,Target Cities Houston Happy Hour 2008,
Yes,68434,4/18/15,Inauguration of President Tsutsui for Delegates,
Yes,68434,9/13/14,Football 2014 - September 13 Tailgating,
Yes,68434,8/2/12,Hendrix Night at the Travs 2012,
Yes,68434,6/3/12,Hendrix at Crystal Bridges 2012,
Yes,68434,4/21/12,Alumni Weekend 2012 - Class of 2011 Reunion Party,
Yes,68434,4/20/12,Alumni Weekend 2012,
Yes,68434,9/16/11,Alumni Birthday Bash - September 2011 (and Visits),
Yes,68434,8/5/11,Hendrix Night at the Naturals 2011,
Yes,68434,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68434,,Founders Day Luncheon 2009,
Yes,68438,9/26/08,Family Weekend 2008,
Yes,68439,9/25/09,Family Weekend 2009,
Yes,68439,9/26/08,Family Weekend 2008,
Yes,68442,2/7/12,Hendrix Night at the Rep 2012,
Yes,68442,9/26/08,Family Weekend 2008,
Yes,68443,4/19/13,Alumni Weekend 2013,
Yes,68443,9/25/11,Family Weekend - Legacy Luncheon 2011,
Yes,68443,8/11/11,Hendrix Night at the Travs 2011,
Yes,68443,9/26/10,Family Weekend Legacy Lunch 2010,
Yes,68443,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,68444,9/25/11,Family Weekend - Legacy Luncheon 2011,
Yes,68444,9/23/11,Family Weekend 2011,
Yes,68444,8/11/11,Hendrix Night at the Travs 2011,
Yes,68444,9/26/10,Family Weekend Legacy Lunch 2010,
Yes,68444,9/24/10,Family Weekend 2010,
Yes,68444,9/25/09,Family Weekend 2009,
Yes,68444,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,68446,10/23/14,Founders Day Odyssey Medal Luncheon 2014,
Yes,68446,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,68446,7/31/08,Hendrix Night at the Travs 2008,
Yes,68447,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,68452,9/25/09,Family Weekend 2009,
Yes,68452,10/14/08,Target Cities Austin Happy Hour 2008,
Yes,68452,9/26/08,Family Weekend 2008,
Yes,68460,9/26/08,Family Weekend 2008,
Yes,68466,9/25/09,Family Weekend 2009,
Yes,68466,9/26/08,Family Weekend 2008,
Yes,68469,9/25/09,Family Weekend 2009,
Yes,68469,9/26/08,Family Weekend 2008,
Yes,68472,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,68472,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,68472,3/4/14,Leadership Reception 2014,
Yes,68472,9/29/13,Family Weekend - Legacy Luncheon 2013,
Yes,68472,9/25/09,Family Weekend 2009,
Yes,68472,9/26/08,Family Weekend 2008,
Yes,68472,,Parent Association Reception 2013,
Yes,68477,4/18/15,Alumni Weekend 2015 - Alumni Association Awards,
Yes,68477,12/7/14,Candlelight Carol Service 2014,
Yes,68477,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,68477,12/8/13,Candlelight Carol Service 2013,
Yes,68477,5/21/11,Alumni Odyssey College 2011,
Yes,68477,5/6/11,Celebrating the Campaign for National Leadership,
Yes,68477,12/5/10,Candlelight Carol Service 2010,
Yes,68477,10/21/10,Founders Day Odyssey Medalist Reception 2010,
Yes,68477,10/3/10,Pet Blessing 2010,
Yes,68477,6/25/10,Hendrix Night At The Travs 2010,
Yes,68477,5/22/10,Alumni Odyssey College 2010,
Yes,68477,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,68477,4/16/10,Half Century Club Luncheon 2010,
Yes,68477,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,68477,12/6/09,Candlelight Carol Service 2009,
Yes,68477,10/22/09,Founders Day Reception 2009,
Yes,68477,9/27/09,Family Weekend Parent Association Meeting 2009,
Yes,68477,8/7/09,Hendrix Night at the Travelers 2009,
Yes,68477,5/16/09,Alumni Odyssey College 2009,
Yes,68477,5/12/09,Little Rock Huddle May 09,
Yes,68477,4/3/09,Alumni Weekend 2009,
Yes,68477,4/3/09,Alumni Weekend 2009 Half Century Club Luncheon,
Yes,68477,11/6/08,Target Cities Houston Happy Hour 2008,
Yes,68477,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,68477,7/17/08,Hendrix Night at the Naturals 2008,
Yes,68477,,Little Rock Huddle September 2008,
Yes,68477,,Candlelight Carol Service 2008,
Yes,68477,,Lucile Shivley's Honorary Degree Party,
Yes,68477,,Founders Day Luncheon 2009,
Yes,68481,9/25/09,Family Weekend 2009,
Yes,68481,9/26/08,Family Weekend 2008,
Yes,68482,9/26/08,Family Weekend 2008,
Yes,68492,9/24/10,Family Weekend 2010,
Yes,68492,9/26/08,Family Weekend 2008,
Yes,68493,9/25/09,Family Weekend 2009,
Yes,68493,9/26/08,Family Weekend 2008,
Yes,68494,9/24/10,Family Weekend 2010,
Yes,68495,9/26/08,Family Weekend 2008,
Yes,68496,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,68498,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,68501,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,68501,4/19/13,Alumni Weekend 2013,
Yes,68504,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,68504,4/20/13,Alumni Weekend 2013 Miller/Lilly Center 10 Reunion,
Yes,68504,6/25/10,Hendrix Night At The Travs 2010,
Yes,68506,10/27/11,Founders Day Odyssey Medalist Reception 2011,
Yes,68508,4/19/13,Alumni Weekend 2013,
Yes,68516,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,68516,4/20/13,Alumni Weekend 2013 - Class of 2012,
Yes,68516,4/20/13,Alumni Weekend 2013 Miller/Lilly Center 10 Reunion,
Yes,68516,4/19/13,Alumni Weekend 2013,
Yes,68516,4/22/12,Alumni Weekend 2012 - Memorial Service,
Yes,68516,9/30/11,Hendrix Pilgrimage to Oxford 2011,
Yes,68519,9/26/10,Family Weekend Legacy Lunch 2010,
Yes,68519,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,68520,11/8/14,BBQ Tour 2014 with Bill (Memphis - Rendezvous),
Yes,68520,8/11/11,Hendrix Night at the Travs 2011,
Yes,68520,10/3/10,Pet Blessing 2010,
Yes,68520,9/26/10,Family Weekend Legacy Lunch 2010,
Yes,68520,6/25/10,Hendrix Night At The Travs 2010,
Yes,68520,8/7/09,Hendrix Night at the Travelers 2009,
Yes,68521,9/26/10,Family Weekend Legacy Lunch 2010,
